rank,company_canonical,unresolved_contact_count,cumulative_contacts,cumulative_pct_of_unresolved,recruiter_count,talent_acquisition,hiring_managers,data_leaders,avg_priority_score,suggested_bucket,suggested_confidence,suggested_reason
551,DADOTECA,1,829,34.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
552,DAKI,1,830,34.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
553,DALL ENERGY,1,831,34.7,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
554,DANONE,1,832,34.7,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
555,DANUBIUS IT,1,833,34.7,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
556,DARWIN INSURANCE,1,834,34.8,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
557,DASBANQ,1,835,34.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
558,DATIAL,1,836,34.9,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
559,DATLO,1,837,34.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
560,DAXTRIO,1,838,34.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
561,DEAL,1,839,35.0,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
562,DEEP,1,840,35.0,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
563,DEFTSOFT,1,841,35.1,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
564,DELFIA,1,842,35.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
565,DELTA A SALUD,1,843,35.2,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
566,DELTACUBES,1,844,35.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
567,DENHOLM ASSOCIATES,1,845,35.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
568,DEPARTMENT OF CULTURE AND TOURISM – ABU DHABI (DCT ABU DHABI),1,846,35.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
569,"DEPARTMENT OF POSTS, INDIA",1,847,35.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
570,DESCARTES SYSTEMS,1,848,35.4,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
571,DESCASIO,1,849,35.4,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
572,DESCOMPLICA,1,850,35.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
573,DEUTSCHE ANGESTELLTEN AKADEMIE (DAA),1,851,35.5,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
574,DEUTSCHE WERTPAPIERSERVICE BANK,1,852,35.5,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
575,DEVIQ,1,853,35.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
576,DEVELATIVE,1,854,35.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
577,DIAMOND NATIONAL INVESTMENTS,1,855,35.7,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
578,DIGITANITY,1,856,35.7,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
579,DIKSHA AUSTRALIA,1,857,35.7,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
580,DIRECCIÓN DE SERVICIO DE SALUD METROPOLITANO ORIENTE,1,858,35.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
581,DIREZIONE SERVIZI SRL,1,859,35.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
582,DITO CRM,1,860,35.9,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
583,DIÁLOGO LOGÍSTICA - EMPRESA DA BBM LOGÍSTICA,1,861,35.9,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
584,DOCK,1,862,35.9,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
585,DOCKET,1,863,36.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
586,DOCTOLIB,1,864,36.0,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
587,DOCTORALIA MÉXICO,1,865,36.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
588,DONNA,1,866,36.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
589,DORKO,1,867,36.2,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
590,"DOURO ACIMA-TRANSPORTES TURISMO E RESTAURAÇÃO, LDA",1,868,36.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
591,DOUTOR FINANÇAS,1,869,36.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
592,DRIVA,1,870,36.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
593,DUALIS,1,871,36.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
594,DUNBIA,1,872,36.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
595,DUTCH TECSOURCE B.V,1,873,36.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
596,DYNAMICCARE BENEFÍCIOS,1,874,36.4,0,0,0,0,54.0,,0.0,no usable signal yet — candidate for manual company mapping override
597,E.ON,1,875,36.5,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
598,EAE,1,876,36.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
599,EBANX,1,877,36.6,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
600,EDSA,1,878,36.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
601,EF CAREER,1,879,36.7,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
602,EFUTURES,1,880,36.7,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
603,EGPA DESIGN,1,881,36.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
604,ELIS,1,882,36.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
605,ELOS CAPITAL HUMANO,1,883,36.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
606,EMSERH - EMPRESA MARANHENSE DE SERVIÇOS HOSPITALARES,1,884,36.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
607,EMSUR,1,885,36.9,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
608,ENABL A/S,1,886,36.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
609,EP CARREIRA E RECOLOCAÇÃO,1,887,37.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
610,EPI-USE DACH,1,888,37.0,0,0,0,0,38.0,,0.0,no usable signal yet — candidate for manual company mapping override
611,EQT,1,889,37.1,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
612,EQUYVA,1,890,37.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
613,ESSOR SEGUROS,1,891,37.2,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
614,ETEGEC,1,892,37.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
615,ETEK,1,893,37.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
616,ETFBOOK,1,894,37.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
617,EUROCONTROL,1,895,37.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
618,EASY CARROS,1,896,37.4,0,0,0,0,50.0,,0.0,no usable signal yet — candidate for manual company mapping override
619,ECOVIDAPLAST,1,897,37.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
620,ECONOSOFT,1,898,37.4,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
621,EDEN,1,899,37.5,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
622,EDMUNDS,1,900,37.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
623,EFÍ BANK,1,901,37.6,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
624,EIXO RECURSOS HUMANOS,1,902,37.6,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
625,EJERCICIO INDEPENDIENTE DE LA PROFESIÓN,1,903,37.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
626,EL BARRANQUITRUCK,1,904,37.7,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
627,EL PUERTO DE LIVERPOOL,1,905,37.7,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
628,EL DE FIAR,1,906,37.8,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
629,ELDAR,1,907,37.8,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
630,ELEGANCE PHARMACEUTICALS,1,908,37.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
631,ELEMENTS,1,909,37.9,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
632,ELEVATION,1,910,37.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
633,ELLO PESSOAS E NEGÓCIOS,1,911,38.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
634,EM TRANSIÇÃO DE CARREIRA - IN CAREER TRANSITION,1,912,38.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
635,EMAPTA,1,913,38.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
636,EMERS VIETNAM,1,914,38.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
637,EMPRESA CONFIDENCIAL,1,915,38.2,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
638,EMPRESAS MELÓN,1,916,38.2,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
639,ENCUADRADO,1,917,38.2,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
640,ENDEAVOR LABS,1,918,38.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
641,ENDRESS+HAUSER GRUPPE,1,919,38.3,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
642,ENERQUIN,1,920,38.4,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
643,ENGEMON ENGENHARIA & CONSTRUÇÃO,1,921,38.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
644,ENGEMON IT,1,922,38.4,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
645,ENGEMON OPERATION,1,923,38.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
646,ENGENOVA CONSTRUÇÕES,1,924,38.5,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
647,ENPAL,1,925,38.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
648,ENROUTE,1,926,38.6,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
649,"ENTROPY - DEVELOP PEOPLE, ELEVATE TEAMS",1,927,38.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
650,EPSIHOME,1,928,38.7,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
651,EQIB | THE HUMAN FACTOR,1,929,38.7,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
652,EQUITALENT,1,930,38.8,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
653,ERZBISTUM KÖLN,1,931,38.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
654,ESCAVADOR,1,932,38.9,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
655,ESCOLA CONQUER,1,933,38.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
656,ESCOLA DO FUTURO DO ESTADO DE GOIAS,1,934,38.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
657,ESSENT,1,935,39.0,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
658,ESSENTIAL BPO,1,936,39.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
659,ESSILORLUXOTTICA,1,937,39.1,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
660,ESTRATÉG.IA FINANCEIRA E ANALÍTICA,1,938,39.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
661,ESTUARY,1,939,39.2,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
662,ETENGO,1,940,39.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
663,EUREKA - CONSULTORES,1,941,39.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
664,EUROPEAN INVESTMENT BANK (EIB),1,942,39.3,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
665,EUROPEAN SOCIETY OF RADIOLOGY,1,943,39.3,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
666,EVARIA XXI S.L,1,944,39.4,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
667,EVERCAM,1,945,39.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
668,EVERS,1,946,39.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
669,EVIDEN,1,947,39.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
670,EXACTPI RECRUITMENT & MORE,1,948,39.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
671,EXADEL,1,949,39.6,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
672,EXITLAG,1,950,39.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
673,EXPLORA,1,951,39.7,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
674,EXPLORTAL LOGISTICS,1,952,39.7,0,0,0,0,10.0,,0.0,no usable signal yet — candidate for manual company mapping override
675,F&J CONSULTANTS,1,953,39.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
676,FAMAR,1,954,39.8,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
677,FAPESB,1,955,39.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
678,FICO,1,956,39.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
679,FIEMG,1,957,39.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
680,FITZ,1,958,39.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
681,FLEXECHARGE,1,959,40.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
682,FONPLATA,1,960,40.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
683,FPC TISSUE S.P.A,1,961,40.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
684,FS PARTNERS,1,962,40.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
685,FUNDACENTRO - FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEGURANÇA E MEDICINA DO TRABALHO,1,963,40.2,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
686,FABLETICS,1,964,40.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
687,FACULDADE CESUSC,1,965,40.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
688,FACULDADE UNIGUAÇU,1,966,40.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
689,FACULDADE DE TECNOLOGIA DE AMERICANA,1,967,40.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
690,FALABELLA FINANCIERO,1,968,40.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
691,FAMILHÃO,1,969,40.4,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
692,FAMILIA EN EQUILIBRIO,1,970,40.5,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
693,FARMACIAS AHUMADA,1,971,40.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
694,FARMACIE LOMBARDI,1,972,40.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
695,FARMACORP,1,973,40.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
696,FAROD ESTATÍSTICAS,1,974,40.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
697,FAST DOLPHIN,1,975,40.7,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
698,FATEC SÃO BERNARDO DO CAMPO ADIB MOISES DIB,1,976,40.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
699,FATHOM.IO,1,977,40.7,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
700,FATTO UMANO RH,1,978,40.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
701,FEDEX,1,979,40.8,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
702,FEDERAL SEGURIDAD,1,980,40.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
703,FERRING PHARMACEUTICALS,1,981,40.9,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
704,FETCHERR,1,982,41.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
705,FIBERHOME,1,983,41.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
706,FIBRA,1,984,41.0,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
707,FINALYSE,1,985,41.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
708,FINCH | SIMPLIFICANDO O MUNDO JURÍDICO,1,986,41.1,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
709,FINDTEC,1,987,41.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
710,FINE & COUNTRY ALGARVE,1,988,41.2,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
711,FINIK,1,989,41.2,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
712,FIQUEM SABENDO,1,990,41.3,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
713,FIRST DECISION,1,991,41.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
714,FIRST POINT,1,992,41.4,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
715,FIRST,1,993,41.4,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
716,FISERV,1,994,41.5,0,0,0,0,40.0,,0.0,no usable signal yet — candidate for manual company mapping override
717,FIVERR,1,995,41.5,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
718,FIXED,1,996,41.5,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
719,FIZIX,1,997,41.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
720,FLASH,1,998,41.6,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
721,FLATTRADE,1,999,41.7,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
722,FLOW,1,1000,41.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
723,FLYWHEEL,1,1001,41.7,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
724,FOCO ALUGUEL DE CARROS,1,1002,41.8,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
725,FONDAZIONE POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI IRCCS,1,1003,41.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
726,FORBESBLK,1,1004,41.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
727,FORCION,1,1005,41.9,0,0,0,0,38.0,,0.0,no usable signal yet — candidate for manual company mapping override
728,FORMA INDEPENDIENTE,1,1006,42.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
729,FOXSOFT,1,1007,42.0,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
730,FRANCAL,1,1008,42.0,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
731,FRAUNHOFER HEINRICH HERTZ INSTITUTE HHI,1,1009,42.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
732,FRAUNHOFER IPK,1,1010,42.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
733,FREIBERUFLICH,1,1011,42.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
734,FRESH BASKET,1,1012,42.2,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
735,FRETE.COM,1,1013,42.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
736,FRIEDMAN,1,1014,42.3,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
737,FRIISBERG & PARTNERS INTERNATIONAL,1,1015,42.3,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
738,FRONTLINEIQ,1,1016,42.4,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
739,FUNDACIÓN GÉNESIS EMPRESARIAL,1,1017,42.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
740,FUNDAÇÃO PAULISTA DE TECNOLOGIA E EDUCAÇÃO,1,1018,42.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
741,FUNDAÇÃO PARA INOVAÇÕES TECNOLÓGICAS - FITEC,1,1019,42.5,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
742,GASCADE GASTRANSPORT,1,1020,42.5,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
743,GCB INVESTIMENTOS,1,1021,42.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
744,GE HEALTHCARE,1,1022,42.6,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
745,GEIA,1,1023,42.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
746,GEMMACON,1,1024,42.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
747,GEOM,1,1025,42.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
748,GNA - GÁS NATURAL AÇU,1,1026,42.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
749,GO2 MARKETS,1,1027,42.8,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
750,GOL LINHAS AÉREAS,1,1028,42.9,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
751,GRNBK TALENT,1,1029,42.9,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
752,GROWMAX,1,1030,43.0,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
753,GRUPO AUNAR,1,1031,43.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
754,GRUPO EDUCACIONAL DRUMMOND,1,1032,43.0,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
755,GRUPO SARRALLE,1,1033,43.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
756,GRUPO UNICA SEGURANÇA PATRIMONIAL,1,1034,43.1,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
757,GSD ASSOCIATES,1,1035,43.2,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
758,GSW SOLUÇÕES INTEGRADAS,1,1036,43.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
759,GVC SOLUÇÕES EM COBRANÇA,1,1037,43.2,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
760,GVDSYSTEMS (ISO PROCESS 8),1,1038,43.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
761,GABRIEL,1,1039,43.3,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
762,GALCHIMIA,1,1040,43.4,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
763,GALLUP,1,1041,43.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
764,GARDEN LEAVE,1,1042,43.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
765,GASODUCTO GASANDES,1,1043,43.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
766,GAZIN,1,1044,43.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
767,GEBOMSA,1,1045,43.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
768,GEDANKEN - GCERTIFICA,1,1046,43.6,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
769,GEEKY BUGS,1,1047,43.7,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
770,GELATINA,1,1048,43.7,0,0,0,0,51.0,,0.0,no usable signal yet — candidate for manual company mapping override
771,GEMEENTE VOORNE AAN ZEE,1,1049,43.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
772,GENEI,1,1050,43.8,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
773,GENERAL MOTORS SOUTH AMERICA,1,1051,43.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
774,GENERALI,1,1052,43.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
775,GEORGE BERNARD,1,1053,43.9,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
776,GEOVANNA MENDES,1,1054,44.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
777,GESTA SOLUCIONES EN RECURSOS HUMANOS,1,1055,44.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
778,GESTHION ORGANIZACIONAL,1,1056,44.0,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
779,GESTIÓN,1,1057,44.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
780,GETECSA,1,1058,44.1,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
781,GIGGSO,1,1059,44.2,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
