rank,company_canonical,unresolved_contact_count,cumulative_contacts,cumulative_pct_of_unresolved,recruiter_count,talent_acquisition,hiring_managers,data_leaders,avg_priority_score,suggested_bucket,suggested_confidence,suggested_reason
1606,SISTEMA FIERGS,1,1884,78.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1607,SITEL PANAMÁ,1,1885,78.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1608,SIXTEMA,1,1886,78.6,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1609,SKALBACH,1,1887,78.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1610,SKYONE,1,1888,78.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1611,SMART FIT,1,1889,78.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1612,SMARTCHOICE INTERNATIONAL,1,1890,78.8,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1613,SMARTHIS,1,1891,78.9,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1614,SMARTSHEET,1,1892,78.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1615,SMARTSPACE,1,1893,78.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1616,SOCIAL BLOOM,1,1894,79.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1617,SOCIEDADE BENEFICÊNCIA E CARIDADE LAJEADO - HOSPITAL BRUNO BORN (HBB),1,1895,79.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1618,SOCIETY OF PETROLEUM ENGINEERS INTERNATIONAL,1,1896,79.1,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1619,AAYS,1,1897,79.1,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1620,SOFTDOES,1,1898,79.1,0,0,0,0,46.0,,0.0,no usable signal yet — candidate for manual company mapping override
1621,SOFTPROJECT,1,1899,79.2,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1622,SOFTSYSTEM IT,1,1900,79.2,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1623,SOFTONIC,1,1901,79.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1624,ABBOTT,1,1902,79.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1625,ABERCROMBIE & FITCH CO,1,1903,79.4,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1626,SOKOBOX,1,1904,79.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1627,SOLAR COCA-COLA,1,1905,79.4,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1628,SOLVEPLAN,1,1906,79.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1629,SOLVENTUM,1,1907,79.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1630,SOLVEX,1,1908,79.6,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1631,SONDE3,1,1909,79.6,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1632,SOPRA STERIA,1,1910,79.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1633,SORENSON COMMUNICATIONS,1,1911,79.7,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1634,SOTREQ,1,1912,79.7,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1635,SOURCE RESOURCES PVT,1,1913,79.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1636,SOURCICLE,1,1914,79.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1637,SOZIAL-KONZEPT,1,1915,79.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1638,SPACEDEV,1,1916,79.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1639,SPARK,1,1917,79.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1640,SPARKASSE HANNOVER,1,1918,80.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1641,ABRADI,1,1919,80.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1642,SPEEDMART,1,1920,80.1,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1643,SPENCER OGDEN,1,1921,80.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1644,SPILBERG,1,1922,80.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1645,SPILBERG IT DEV CAREERS,1,1923,80.2,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1646,SPINOMENAL,1,1924,80.2,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1647,ACADEMIA DO DEV,1,1925,80.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1648,SPREAD TECNOLOGIA,1,1926,80.3,0,0,0,0,42.0,,0.0,no usable signal yet — candidate for manual company mapping override
1649,SPRINTHUB,1,1927,80.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1650,SQUAREDEV,1,1928,80.4,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
1651,SQUASH APPS,1,1929,80.4,0,0,0,0,38.0,,0.0,no usable signal yet — candidate for manual company mapping override
1652,ACCELERANT,1,1930,80.5,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1653,STADT ESSEN,1,1931,80.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1654,STADT LÜNEN,1,1932,80.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1655,ACCESS BANK,1,1933,80.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1656,STAHLHART RECRUITING,1,1934,80.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1657,STALSE,1,1935,80.7,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1658,STANDARD CHARTERED,1,1936,80.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1659,STAR DEL NORTE,1,1937,80.8,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1660,ACESUR,1,1938,80.8,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1661,STARK MEDIEN,1,1939,80.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1662,STATISTA,1,1940,80.9,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1663,STEPWISE,1,1941,80.9,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1664,STOLT-NIELSEN,1,1942,81.0,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
1665,STORWARE,1,1943,81.0,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1666,STRADA,1,1944,81.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1667,STRATA COMMUNITY INSURANCE,1,1945,81.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1668,STRATEGIO,1,1946,81.2,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1669,STRATEGY INSTITUTE,1,1947,81.2,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1670,STRATUM,1,1948,81.2,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1671,ACHS SEGURO LABORAL,1,1949,81.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1672,STUDIO LYRA,1,1950,81.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1673,STUDIO7,1,1951,81.4,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1674,STYLEST BOUTIQUE,1,1952,81.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1675,STÜCKLE-DRUCK,1,1953,81.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1676,SULAMÉRICA,1,1954,81.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1677,SUMUP,1,1955,81.5,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1678,SUMA SOFT PVT,1,1956,81.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1679,SUNBELLE MÉXICO,1,1957,81.6,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1680,SUNDEVS,1,1958,81.7,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1681,SUNBIT,1,1959,81.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1682,SUNNDEX,1,1960,81.7,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1683,SUOMINEN,1,1961,81.8,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1684,SUPERHUMAN,1,1962,81.8,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1685,SUPPORT FARMA,1,1963,81.9,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1686,ACTIVE RECRUITMENT SEN,1,1964,81.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1687,SWEATWORKS,1,1965,81.9,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1688,SWEETPAD,1,1966,82.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1689,SWIFT RECRUIT,1,1967,82.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1690,SWIFTLY,1,1968,82.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1691,SWISS POST,1,1969,82.1,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1692,SWISS RE,1,1970,82.2,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1693,SWITCHUP,1,1971,82.2,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1694,SYLKANE,1,1972,82.2,0,0,0,0,40.0,,0.0,no usable signal yet — candidate for manual company mapping override
1695,SYMBIO,1,1973,82.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1696,SYNAPRI,1,1974,82.3,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1697,SYNEOS HEALTH VIA AMS,1,1975,82.4,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1698,SYNERGIE EXECUTIVE,1,1976,82.4,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1699,SYONE,1,1977,82.4,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1700,ACTIVO.UY,1,1978,82.5,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1701,SYSPAY,1,1979,82.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1702,TAKING,1,1980,82.6,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1703,TALENTIZE PRO RESULT,1,1981,82.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1704,TAREA,1,1982,82.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1705,TBG | THE BACHRACH,1,1983,82.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1706,TD SYNNEX MULTI-COUNTRY AREA (ESPAÑOL),1,1984,82.7,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1707,ADALAB,1,1985,82.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1708,TEILOR,1,1986,82.8,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1709,TEMAK,1,1987,82.9,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1710,TEN - TORRES EÓLICAS DO NORDESTE,1,1988,82.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1711,TEN INFORMATION MANAGEMENT,1,1989,82.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1712,THACO,1,1990,83.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1713,THRYVE,1,1991,83.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1714,TITANS CZ,1,1992,83.1,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1715,TK CHAUFFEUR-UND FAHRSERVICE,1,1993,83.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1716,TLTD HR,1,1994,83.2,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1717,TMLABS,1,1995,83.2,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1718,TOP CABLE,1,1996,83.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1719,TOPBAND,1,1997,83.3,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1720,TOPSTEP,1,1998,83.3,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1721,TORTORICI & PARTNERS,1,1999,83.4,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1722,TP-LINK,1,2000,83.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1723,TPC LOGÍSTICA INTELIGENTE,1,2001,83.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1724,TREND-IT,1,2002,83.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1725,TRIXXO NEDERLAND,1,2003,83.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1726,TTB BOARD,1,2004,83.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1727,TABBY,1,2005,83.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1728,TACO BELL,1,2006,83.7,0,0,0,0,9.0,,0.0,no usable signal yet — candidate for manual company mapping override
1729,ADDEPTO,1,2007,83.7,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1730,TAKENJOBS,1,2008,83.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1731,TALAN AMERICAS,1,2009,83.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1732,TALANDO RECRUITMENT,1,2010,83.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1733,ADDI,1,2011,83.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1734,TALENT MATCH- FIRMA DE RECLUTAMIENTO Y SELECCIÓN,1,2012,83.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1735,TALENT NOVA,1,2013,83.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1736,TALENT PORTUS,1,2014,84.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1737,TALENT WORKS RH,1,2015,84.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1738,ADEMICON,1,2016,84.1,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1739,TALENTFLUSS,1,2017,84.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1740,TALENTFUL,1,2018,84.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1741,ADEN,1,2019,84.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1742,ADM MOVEIS E DESIGN,1,2020,84.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1743,TALENTO,1,2021,84.3,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1744,TALENTO HUMANO EMPRESARIAL . INDEPENDENT PROFESSIONAL,1,2022,84.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1745,TALENTO INCLUIR,1,2023,84.4,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1746,TALENTSCHUPPEN,1,2024,84.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1747,TANISHA SYSTEMS,1,2025,84.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1748,TANTA UNIVERSITY,1,2026,84.5,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1749,TARCO AVIATION,1,2027,84.5,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1750,TARENTO,1,2028,84.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1751,TARGET RECRUTAMENTO E SELEÇÃO,1,2029,84.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1752,TARMAC.IO,1,2030,84.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1753,ADYLOG,1,2031,84.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1754,TEACHABLE,1,2032,84.7,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
1755,TEAM 1001,1,2033,84.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1756,TECNOCOMP TECNOLOGIA E SERVIÇOS,1,2034,84.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1757,TEKINTEGRAL,1,2035,84.9,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1758,TEKGENCE,1,2036,84.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1759,TEKNEI,1,2037,84.9,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1760,TELASIST,1,2038,85.0,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
1761,TELEFÓNICA,1,2039,85.0,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1762,TELEIOS RECRUITMENT,1,2040,85.1,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1763,TELESPAZIO,1,2041,85.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1764,TEMPTON,1,2042,85.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1765,TENASKA,1,2043,85.2,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1766,TEREOS,1,2044,85.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1767,ADÃO IMÓVEIS,1,2045,85.3,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1768,TERRA,1,2046,85.3,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1769,TEXAS PSYCHIATRY,1,2047,85.4,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1770,TEXFYT | NONWOVEN,1,2048,85.4,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1771,THE CHAMPIONS BURGER,1,2049,85.4,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1772,THE CHEMOURS COMPANY,1,2050,85.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1773,THE CITCO,1,2051,85.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1774,THE CROSS-CULTURAL COMMUNITY ASSOCIATION (TCCSA),1,2052,85.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1775,THE DREAM SCHOOL,1,2053,85.6,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1776,AEGRO,1,2054,85.7,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1777,THE LUBRIZOL,1,2055,85.7,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1778,THE MAXOL,1,2056,85.7,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1779,THE NEXT MOOVE,1,2057,85.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1780,THE PLAY,1,2058,85.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1781,THE TALENT CARE,1,2059,85.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1782,THE UNIVERSITY OF GÖTTINGEN,1,2060,85.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1783,THE UNIVERSITY OF HONG KONG,1,2061,85.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1784,THE UNIVERSITY OF MANCHESTER,1,2062,86.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1785,THE.NEXTGEN,1,2063,86.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1786,THINK IT,1,2064,86.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1787,THOMMES & KOLLEGEN - ARCHITEKTEN UND INGENIEUR PARTGMBB,1,2065,86.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1788,TIBBER,1,2066,86.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1789,TIENDAMIA,1,2067,86.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1790,TIGER RESOURCING,1,2068,86.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1791,AEROSPACE,1,2069,86.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1792,TIKIWE® - TASCHEN AUS KORK,1,2070,86.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1793,TILBURG UNIVERSITY,1,2071,86.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1794,AFRIAM INTERNATIONAL,1,2072,86.4,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1795,TIMING,1,2073,86.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1796,TINTSCHL UNTERNEHMENSGRUPPE,1,2074,86.5,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1797,TISMART,1,2075,86.5,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1798,TIVITA,1,2076,86.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1799,TO DO GREEN,1,2077,86.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1800,TO LEAD,1,2078,86.7,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1801,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO,1,2079,86.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1802,TONTINE TRUST,1,2080,86.7,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1803,TOP MANAGEMENT,1,2081,86.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1804,TOPAZ,1,2082,86.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1805,TORADEX,1,2083,86.9,0,0,0,0,14.0,,0.0,no usable signal yet — candidate for manual company mapping override
1806,TORFRESMA,1,2084,86.9,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1807,TOSS BANK(토스뱅크),1,2085,86.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1808,TOTAL ATACADO,1,2086,87.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1809,TOTEAT,1,2087,87.0,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1810,TRADE REPUBLIC,1,2088,87.1,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1811,TRADING 212,1,2089,87.1,0,0,0,0,14.0,,0.0,no usable signal yet — candidate for manual company mapping override
1812,TRAFFHUB,1,2090,87.2,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1813,AGILE,1,2091,87.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1814,TRANSBACINI,1,2092,87.2,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1815,TRANSCODEZY IT PVT,1,2093,87.3,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1816,TRANSPORTES CAVALINHO,1,2094,87.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1817,TRAVEL DESIGNER,1,2095,87.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1818,TREDENCE,1,2096,87.4,0,0,0,0,39.0,,0.0,no usable signal yet — candidate for manual company mapping override
1819,TREND PEOPLE,1,2097,87.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1820,TRENDYOL,1,2098,87.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1821,TRES PI | FULL- AGENCY,1,2099,87.5,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1822,TRIBANCO,1,2100,87.6,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1823,TRICURA INSURANCE,1,2101,87.6,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
1824,AGILE LAB,1,2102,87.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1825,TRILLION HEALTH AND HORMONE,1,2103,87.7,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1826,TRIMBLE,1,2104,87.7,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1827,TROOCOO,1,2105,87.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1828,TRUENORTH®,1,2106,87.8,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1829,TRUELYCRACK,1,2107,87.9,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1830,TRUPROPEL,1,2108,87.9,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1831,TRUSTYOU,1,2109,87.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1832,TRUVIQ SYSTEMS,1,2110,88.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1833,TRYHACKME,1,2111,88.0,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1834,TU TERAPIA,1,2112,88.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1835,TUBESCIENCE,1,2113,88.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1836,TURIVIUS,1,2114,88.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
