company_clean,connection_count,recruiter_count,hiring_mgr_count,data_leader_count,avg_priority_score,company_canonical,manual_market,manual_category,manual_notes
CEMPRE Uruguay,1,0,0,0,55.0,CEMPRE URUGUAY,,,
Cambium Assessment,1,0,0,0,23.0,CAMBIUM ASSESSMENT,,,
Caju,1,0,0,0,27.0,CAJU,,,
Caja Los Andes,1,0,0,0,12.0,CAJA LOS ANDES,,,
Cactus,1,0,0,0,27.0,CACTUS,,,
CUBE,1,0,0,0,29.0,CUBE,,,
CTS EVENTIM AG & Co. KGaA,1,0,0,0,20.0,CTS EVENTIM & CO. KGAA,,,
CRS Hospital Provincia Cordillera,1,0,0,0,15.0,CRS HOSPITAL PROVINCIA CORDILLERA,,,
CPqD,1,0,0,0,24.0,CPQD,,,
CPQD,1,0,0,0,8.0,CPQD,,,
COSEM IAMPP,1,0,0,0,15.0,COSEM IAMPP,,,
COS Global Services,1,0,0,0,25.0,COS,,,
CORVUS UTV,1,0,0,0,37.0,CORVUS UTV,,,
COREX Logistics,1,0,0,0,32.0,COREX LOGISTICS,,,
CONTALENTO Strategy For People,1,0,0,0,33.0,CONTALENTO STRATEGY FOR PEOPLE,,,
CONEXIONHR - Recruiting Company,1,0,0,0,15.0,CONEXIONHR - RECRUITING COMPANY,,,
Cargoo,1,0,0,0,27.0,CARGOO,,,
Cargill,1,0,0,0,8.0,CARGILL,,,
Career Today,1,0,0,0,24.0,CAREER TODAY,,,
Career Rebels,1,0,0,0,12.0,CAREER REBELS,,,
Care&Co Uy,1,0,0,0,12.0,CARE&CO UY,,,
Capua,1,0,0,0,14.0,CAPUA,,,
CaptivateIQ,1,0,0,0,23.0,CAPTIVATEIQ,,,
Capriole Coffee Service | B Corp™,1,0,0,0,12.0,CAPRIOLE COFFEE | B ™,,,
Capri Partners,1,0,0,0,19.0,CAPRI PARTNERS,,,
Capital Vision,1,0,0,0,15.0,CAPITAL VISION,,,
Cantinho da Hora Mini Mercado,1,0,0,0,15.0,CANTINHO DA HORA MINI MERCADO,,,
CandyCo LLC,1,0,0,0,27.0,CANDYCO,,,
Canadian Solar Inc,1,0,0,0,12.0,CANADIAN SOLAR,,,
Camil Alimentos S/A,1,0,0,0,18.0,CAMIL ALIMENTOS,,,
Cambridge Family Enterprise Group (CFEG),1,0,0,0,8.0,CAMBRIDGE FAMILY ENTERPRISE (CFEG),,,
Cecotec,1,0,0,0,21.0,CECOTEC,,,
Caylent,1,0,0,0,27.0,CAYLENT,,,
Cayena,1,0,0,0,33.0,CAYENA,,,
Cavalo Marinho Combustíveis Ltda,1,0,0,0,8.0,CAVALO MARINHO COMBUSTÍVEIS,,,
Catenon,1,0,0,0,18.0,CATENON,,,
Catalyze Group,1,0,0,0,12.0,CATALYZE,,,
Cataguá Capitólio,1,0,0,0,17.0,CATAGUÁ CAPITÓLIO,,,
CashMe,1,0,0,0,12.0,CASHME,,,
Cash Flow Positif,1,0,0,0,12.0,CASH FLOW POSITIF,,,
Casa e Campo produtos agropecuários LTDA,1,0,0,0,8.0,CASA E CAMPO PRODUTOS AGROPECUÁRIOS,,,
Casa dos Ventos Energias Renováveis,1,0,0,0,29.0,CASA DOS VENTOS ENERGIAS RENOVÁVEIS,,,
Caru Moràlles | Gestão de Pessoas e Carreiras,1,0,0,0,21.0,CARU MORÀLLES | GESTÃO DE PESSOAS E CARREIRAS,,,
Carreira Z,1,0,0,0,19.0,CARREIRA Z,,,
Caritasverband für den Landkreis Weilheim-Schongau e.V,1,0,0,0,8.0,CARITASVERBAND FÜR DEN LANDKREIS WEILHEIM-SCHONGAU E.V,,,
Chassé Theater,1,0,0,0,12.0,CHASSÉ THEATER,,,
Change Recruitment,1,0,0,0,25.0,CHANGE RECRUITMENT,,,
Cesla,1,0,0,0,23.0,CESLA,,,
Certta,1,0,0,0,23.0,CERTTA,,,
Certivity,1,0,0,0,27.0,CERTIVITY,,,
CerradinhoBio,1,0,0,0,17.0,CERRADINHOBIO,,,
Cere Network,1,0,0,0,25.0,CERE NETWORK,,,
Ceramica Santana De Alagoinhas,1,0,0,0,8.0,CERAMICA SANTANA DE ALAGOINHAS,,,
Ceox Services Ltd,1,0,0,0,26.0,CEOX,,,
Centro Universitário FMU | FIAM-FAAM,1,0,0,0,12.0,CENTRO UNIVERSITÁRIO FMU | FIAM-FAAM,,,
Centro Médico Militar rimac,1,0,0,0,18.0,CENTRO MÉDICO MILITAR RIMAC,,,
Centience,1,0,0,0,15.0,CENTIENCE,,,
Cella,1,0,0,0,20.0,CELLA,,,
Ceibo,1,0,0,0,30.0,CEIBO,,,
Cegedim,1,0,0,0,18.0,CEGEDIM,,,
Clikalia,1,0,0,0,24.0,CLIKALIA,,,
Clicksign,1,0,0,0,27.0,CLICKSIGN,,,
ClearBlu Environmental,1,0,0,0,27.0,CLEARBLU ENVIRONMENTAL,,,
Clay,1,0,0,0,18.0,CLAY,,,
ClarityLane,1,0,0,0,12.0,CLARITYLANE,,,
Clarios,1,0,0,0,18.0,CLARIOS,,,
Claranet,1,0,0,0,33.0,CLARANET,,,
Clara,1,0,0,0,15.0,CLARA,,,
Cisco,1,0,0,0,12.0,CISCO,,,
Circo Kroner,1,0,0,0,12.0,CIRCO KRONER,,,
Cinco tareas,1,0,0,0,13.0,CINCO TAREAS,,,
Churchill Group,1,0,0,0,21.0,CHURCHILL,,,
Cheil Worldwide,1,0,0,0,27.0,CHEIL WORLDWIDE,,,
Checkmob,1,0,0,0,17.0,CHECKMOB,,,
Colegio y Liceo Hans Christian Andersen,1,0,0,0,25.0,COLEGIO Y LICEO HANS CHRISTIAN ANDERSEN,,,
Colegio integral minas,1,0,0,0,15.0,COLEGIO INTEGRAL MINAS,,,
CoinDCX,1,0,0,0,23.0,COINDCX,,,
Codexi,1,0,0,0,20.0,CODEXI,,,
Coders Hire Private Limited,1,0,0,0,34.0,CODERS HIRE PRIVATE,,,
CodeSmash,1,0,0,0,25.0,CODESMASH,,,
Code Group,1,0,0,0,20.0,CODE,,,
CoE | Centro de Excelência Votorantim,1,0,0,0,27.0,COE | CENTRO DE EXCELÊNCIA VOTORANTIM,,,
Clínica particular Niños y adolescentes. Clinica del Niño Harwood Care,1,0,0,0,15.0,CLÍNICA PARTICULAR NIÑOS Y ADOLESCENTES. CLINICA DEL NIÑO HARWOOD CARE,,,
Clínica de Psicoterapia - Ame Rio Verde-GO,1,0,0,0,8.0,CLÍNICA DE PSICOTERAPIA - AME RIO VERDE-GO,,,
Clínica Psicológica,1,0,0,0,12.0,CLÍNICA PSICOLÓGICA,,,
Clínica Odonto Saúde & Estética Dental Clinic,1,0,0,0,12.0,CLÍNICA ODONTO SAÚDE & ESTÉTICA DENTAL CLINIC,,,
Clínica Athos,1,0,0,0,12.0,CLÍNICA ATHOS,,,
ClyntonBoss,1,0,0,0,24.0,CLYNTONBOSS,,,
Clubio FST,1,0,0,0,18.0,CLUBIO FST,,,
Clube BoraFazer,1,0,0,0,8.0,CLUBE BORAFAZER,,,
Confeitaria Moriê,1,0,0,0,12.0,CONFEITARIA MORIÊ,,,
Conexões Psi,1,0,0,0,8.0,CONEXÕES PSI,,,
ConectCar,1,0,0,0,27.0,CONECTCAR,,,
Conductor,1,0,0,0,33.0,CONDUCTOR,,,
Cona Consultores,1,0,0,0,12.0,CONA CONSULTORES,,,
ComunidadFeliz.com,1,0,0,0,21.0,COMUNIDADFELIZ.COM,,,
Comunidad Delosi,1,0,0,0,15.0,COMUNIDAD DELOSI,,,
Complexity Science Hub Vienna,1,0,0,0,12.0,COMPLEXITY SCIENCE HUB VIENNA,,,
Compass.uol,1,0,0,0,15.0,COMPASS.UOL,,,
Compagas,1,0,0,0,21.0,COMPAGAS,,,
Comercial 10x,1,0,0,0,8.0,COMERCIAL 10X,,,
Comax smart E.R.P,1,0,0,0,27.0,COMAX SMART E.R.P,,,
Colégio Apoio,1,0,0,0,8.0,COLÉGIO APOIO,,,
Collateral Partners (formerly BetterPitch),1,0,0,0,13.0,COLLATERAL PARTNERS (FORMERLY BETTERPITCH),,,
Cora,1,0,0,0,30.0,CORA,,,
Copabo Indústria,1,0,0,0,21.0,COPABO INDÚSTRIA,,,
Coopeuch,1,0,0,0,24.0,COOPEUCH,,,
Convixion,1,0,0,0,34.0,CONVIXION,,,
Convert,1,0,0,0,18.0,CONVERT,,,
Convene,1,0,0,0,14.0,CONVENE,,,
Consultório de Psicoterapia,1,0,0,0,12.0,CONSULTÓRIO DE PSICOTERAPIA,,,
Consultório Particular,1,0,0,0,8.0,CONSULTÓRIO PARTICULAR,,,
Consultora Citrino,1,0,0,0,22.0,CONSULTORA CITRINO,,,
Consultant / Self-Employed,1,0,0,0,27.0,CONSULTANT / SELF-EMPLOYED,,,
Consulta privada Psicoterapia,1,0,0,0,42.0,CONSULTA PRIVADA PSICOTERAPIA,,,
Constructor,1,0,0,0,24.0,CONSTRUCTOR,,,
Constellium,1,0,0,0,37.0,CONSTELLIUM,,,
Conflux,1,0,0,0,19.0,CONFLUX,,,
Confidential ( Stealth Mode ),1,0,0,0,30.0,CONFIDENTIAL ( STEALTH MODE ),,,
Cynergy2,1,0,0,0,20.0,CYNERGY2,,,
Cygnus Professionals Inc,1,0,0,0,14.0,CYGNUS PROFESSIONALS,,,
CyberHULL,1,0,0,0,22.0,CYBERHULL,,,
Custom Market Insights™,1,0,0,0,18.0,CUSTOM MARKET INSIGHTS™,,,
Curbelo - Cianci & Asociados,1,0,0,0,15.0,CURBELO - CIANCI & ASOCIADOS,,,
Cuesta Partners,1,0,0,0,18.0,CUESTA PARTNERS,,,
CriticalRiver Inc,1,0,0,0,27.0,CRITICALRIVER,,,
Cresol Cooperativa,1,0,0,0,8.0,CRESOL COOPERATIVA,,,
Crescent Global LLC,1,0,0,0,24.0,CRESCENT,,,
CredAluga,1,0,0,0,23.0,CREDALUGA,,,
CreateFuture,1,0,0,0,16.0,CREATEFUTURE,,,
Covetrus,1,0,0,0,31.0,COVETRUS,,,
Corporación AG,1,0,0,0,17.0,CORPORACIÓN,,,
Corpo Forte Fitness Center,1,0,0,0,12.0,CORPO FORTE FITNESS CENTER,,,
CoreMatch UG (haftungsbeschränkt),1,0,0,0,12.0,COREMATCH UG (HAFTUNGSBESCHRÄNKT),,,
DOT LABS,1,0,0,0,27.0,DOT LABS,,,
DNX Soluções Tecnológicas,1,0,0,0,12.0,DNX SOLUÇÕES TECNOLÓGICAS,,,
DNR Teleserviços,1,0,0,0,18.0,DNR TELESERVIÇOS,,,
DHL Global Forwarding,1,0,0,0,17.0,DHL FORWARDING,,,
DFL Deutsche Fußball Liga,1,0,0,0,21.0,DFL DEUTSCHE FUSSBALL LIGA,,,
DEALERSPACE,1,0,0,0,27.0,DEALERSPACE,,,
DD Infosoft Pvt. Ltd. India,1,0,0,0,27.0,DD INFOSOFT PVT. . INDIA,,,
DC Engineers B.V,1,0,0,0,12.0,DC ENGINEERS B.V,,,
DC Beauty Cosmetics,1,0,0,0,8.0,DC BEAUTY COSMETICS,,,
DB1 Group,1,0,0,0,22.0,DB1,,,
DB Systel GmbH,1,0,0,0,19.0,DB SYSTEL,,,
DAMEDIC GmbH,1,0,0,0,23.0,DAMEDIC,,,
DAC Beachcroft,1,0,0,0,19.0,DAC BEACHCROFT,,,
Círculo CRM,1,0,0,0,12.0,CÍRCULO CRM,,,
Datial,1,0,0,0,32.0,DATIAL,,,
Dasbanq,1,0,0,0,19.0,DASBANQ,,,
Darwin Insurance,1,0,0,0,33.0,DARWIN INSURANCE,,,
Danubius IT Solutions,1,0,0,0,25.0,DANUBIUS IT,,,
Dall Energy,1,0,0,0,31.0,DALL ENERGY,,,
Daki,1,0,0,0,19.0,DAKI,,,
Dadoteca,1,0,0,0,12.0,DADOTECA,,,
Dadosfera,1,0,0,0,8.0,DADOSFERA,,,
DadosPower.com.br,1,0,0,0,47.0,DADOSPOWER.COM.BR,,,
DZ BANK AG,1,0,0,0,22.0,DZ BANK,,,
DUO GROUP,1,0,0,0,15.0,DUO,,,
DSOP Educação Financeira,1,0,0,0,21.0,DSOP EDUCAÇÃO FINANCEIRA,,,
DPT - Departamento de Polícia Técnica,1,0,0,0,11.0,DPT - DEPARTAMENTO DE POLÍCIA TÉCNICA,,,
DPS - Das Prüfunternehmen,1,0,0,0,32.0,DPS - DAS PRÜFUNTERNEHMEN,,,
DP World,1,0,0,0,27.0,DP WORLD,,,
Descomplica,1,0,0,0,19.0,DESCOMPLICA,,,
Descasio,1,0,0,0,31.0,DESCASIO,,,
Descartes Systems Group,1,0,0,0,32.0,DESCARTES SYSTEMS,,,
"Department of Posts, India",1,0,0,0,15.0,"DEPARTMENT OF POSTS, INDIA",,,
Department of Culture and Tourism – Abu Dhabi (DCT Abu Dhabi),1,0,0,0,8.0,DEPARTMENT OF CULTURE AND TOURISM – ABU DHABI (DCT ABU DHABI),,,
Denholm Associates,1,0,0,0,19.0,DENHOLM ASSOCIATES,,,
Deltacubes,1,0,0,0,12.0,DELTACUBES,,,
Delta A Salud,1,0,0,0,15.0,DELTA A SALUD,,,
Delfia S/A,1,0,0,0,12.0,DELFIA,,,
Deftsoft,1,0,0,0,30.0,DEFTSOFT,,,
Dedalus,1,0,0,0,39.0,DEDALUS,,,
Deal,1,0,0,0,21.0,DEAL,,,
Daxtrio,1,0,0,0,12.0,DAXTRIO,,,
Datlo,1,0,0,0,12.0,DATLO,,,
Doctoralia México,1,0,0,0,12.0,DOCTORALIA MÉXICO,,,
Doctolib GmbH,1,0,0,0,20.0,DOCTOLIB,,,
Docket,1,0,0,0,25.0,DOCKET,,,
Dock,1,0,0,0,23.0,DOCK,,,
Dito CRM,1,0,0,0,21.0,DITO CRM,,,
Direzione Servizi Srl,1,0,0,0,12.0,DIREZIONE SERVIZI SRL,,,
Dirección de Servicio de Salud Metropolitano Oriente,1,0,0,0,15.0,DIRECCIÓN DE SERVICIO DE SALUD METROPOLITANO ORIENTE,,,
Diksha Australia,1,0,0,0,26.0,DIKSHA AUSTRALIA,,,
Digitanity,1,0,0,0,15.0,DIGITANITY,,,
Diamond National Investments,1,0,0,0,35.0,DIAMOND NATIONAL INVESTMENTS,,,
Devoteam,1,0,0,0,15.0,DEVOTEAM,,,
Develative,1,0,0,0,23.0,DEVELATIVE,,,
DevIQ,1,0,0,0,23.0,DEVIQ,,,
Deutsche WertpapierService Bank AG,1,0,0,0,24.0,DEUTSCHE WERTPAPIERSERVICE BANK,,,
Deutsche Angestellten Akademie (DAA),1,0,0,0,8.0,DEUTSCHE ANGESTELLTEN AKADEMIE (DAA),,,
EGPA Design,1,0,0,0,8.0,EGPA DESIGN,,,
EF Global Career,1,0,0,0,11.0,EF CAREER,,,
EBANX,1,0,0,0,35.0,EBANX,,,
EAs to the Rescue,1,0,0,0,22.0,EAS TO THE RESCUE,,,
EAE Solutions,1,0,0,0,21.0,EAE,,,
E.ON,1,0,0,0,20.0,E.ON,,,
DynamicCare Benefícios,1,0,0,0,57.0,DYNAMICCARE BENEFÍCIOS,,,
Dutch TecSource B.V,1,0,0,0,12.0,DUTCH TECSOURCE B.V,,,
Dunbia Group,1,0,0,0,21.0,DUNBIA,,,
Dualis,1,0,0,0,27.0,DUALIS,,,
Driva,1,0,0,0,18.0,DRIVA,,,
Doutor Finanças,1,0,0,0,12.0,DOUTOR FINANÇAS,,,
"Douro Acima-Transportes Turismo e Restauração, Lda",1,0,0,0,12.0,"DOURO ACIMA-TRANSPORTES TURISMO E RESTAURAÇÃO, LDA",,,
Dorko,1,0,0,0,31.0,DORKO,,,
Donna,1,0,0,0,8.0,DONNA,,,
EcoVidaPlast,1,0,0,0,15.0,ECOVIDAPLAST,,,
Easy Carros,1,0,0,0,50.0,EASY CARROS,,,
EXAME,1,0,0,0,23.0,EXAME,,,
EUROCONTROL,1,0,0,0,19.0,EUROCONTROL,,,
ETFbook,1,0,0,0,27.0,ETFBOOK,,,
ETEK,1,0,0,0,18.0,ETEK,,,
ETEGEC,1,0,0,0,12.0,ETEGEC,,,
ESSOR Seguros S.A,1,0,0,0,13.0,ESSOR SEGUROS,,,
EQT Group,1,0,0,0,23.0,EQT,,,
EPI-USE DACH,1,0,0,0,38.0,EPI-USE DACH,,,
EP Carreira e Recolocação,1,0,0,0,8.0,EP CARREIRA E RECOLOCAÇÃO,,,
ENABL A/S,1,0,0,0,8.0,ENABL A/S,,,
EMSUR,1,0,0,0,37.0,EMSUR,,,
EMSERH - Empresa Maranhense de Serviços Hospitalares,1,0,0,0,25.0,EMSERH - EMPRESA MARANHENSE DE SERVIÇOS HOSPITALARES,,,
ELOS CAPITAL HUMANO,1,0,0,0,12.0,ELOS CAPITAL HUMANO,,,
ELIS,1,0,0,0,12.0,ELIS,,,
Ello Pessoas e Negócios,1,0,0,0,12.0,ELLO PESSOAS E NEGÓCIOS,,,
Elevation,1,0,0,0,18.0,ELEVATION,,,
Elements,1,0,0,0,30.0,ELEMENTS,,,
Elegance Pharmaceuticals,1,0,0,0,12.0,ELEGANCE PHARMACEUTICALS,,,
Eldar,1,0,0,0,24.0,ELDAR,,,
El Barranquitruck,1,0,0,0,22.0,EL BARRANQUITRUCK,,,
Ejercicio Independiente de la profesión,1,0,0,0,15.0,EJERCICIO INDEPENDIENTE DE LA PROFESIÓN,,,
Eixo Recursos Humanos,1,0,0,0,21.0,EIXO RECURSOS HUMANOS,,,
Efí Bank,1,0,0,0,20.0,EFÍ BANK,,,
Edmunds,1,0,0,0,21.0,EDMUNDS,,,
Eden,1,0,0,0,23.0,EDEN,,,
Econosoft Inc,1,0,0,0,18.0,ECONOSOFT,,,
Enpal,1,0,0,0,12.0,ENPAL,,,
Engenova Construções,1,0,0,0,8.0,ENGENOVA CONSTRUÇÕES,,,
Engemon Operation Services,1,0,0,0,21.0,ENGEMON OPERATION,,,
Engemon IT,1,0,0,0,17.0,ENGEMON IT,,,
Engemon Engenharia & Construção,1,0,0,0,19.0,ENGEMON ENGENHARIA & CONSTRUÇÃO,,,
EngSearch | engineering people,1,0,0,0,29.0,ENGSEARCH | ENGINEERING PEOPLE,,,
Enerquin,1,0,0,0,18.0,ENERQUIN,,,
Endress+Hauser Gruppe,1,0,0,0,23.0,ENDRESS+HAUSER GRUPPE,,,
Endeavor Labs,1,0,0,0,27.0,ENDEAVOR LABS,,,
Encuadrado,1,0,0,0,26.0,ENCUADRADO,,,
Empresas Melón,1,0,0,0,24.0,EMPRESAS MELÓN,,,
Empresa Confidencial,1,0,0,0,15.0,EMPRESA CONFIDENCIAL,,,
Emers Vietnam,1,0,0,0,27.0,EMERS VIETNAM,,,
Emapta Global,1,0,0,0,27.0,EMAPTA,,,
Em Transição de Carreira - In Career Transition,1,0,0,0,8.0,EM TRANSIÇÃO DE CARREIRA - IN CAREER TRANSITION,,,
Essential BPO,1,0,0,0,8.0,ESSENTIAL BPO,,,
Agile Inc,1,0,0,0,12.0,AGILE,,,
Agape Group,1,0,0,0,15.0,AGAPE,,,
Afya,1,0,0,0,18.0,AFYA,,,
Afriam International,1,0,0,0,23.0,AFRIAM INTERNATIONAL,,,
Aerospace,1,0,0,0,8.0,AEROSPACE,,,
Aegro,1,0,0,0,25.0,AEGRO,,,
Adão Imóveis,1,0,0,0,17.0,ADÃO IMÓVEIS,,,
Adylog S.A.S,1,0,0,0,12.0,ADYLOG,,,
Adm Moveis E Design,1,0,0,0,12.0,ADM MOVEIS E DESIGN,,,
Adistec,1,0,0,0,37.0,ADISTEC,,,
Aden,1,0,0,0,12.0,ADEN,,,
Algoworks,1,0,0,0,12.0,ALGOWORKS,,,
Essent,1,0,0,0,27.0,ESSENT,,,
Escola do Futuro Do Estado De Goias,1,0,0,0,12.0,ESCOLA DO FUTURO DO ESTADO DE GOIAS,,,
Escola Conquer,1,0,0,0,12.0,ESCOLA CONQUER,,,
Escavador,1,0,0,0,24.0,ESCAVADOR,,,
Erzbistum Köln,1,0,0,0,8.0,ERZBISTUM KÖLN,,,
EquiTalent,1,0,0,0,16.0,EQUITALENT,,,
Eqib | The Human Factor,1,0,0,0,19.0,EQIB | THE HUMAN FACTOR,,,
Epsilon Solutions Ltd,1,0,0,0,25.0,EPSILON,,,
EpsiHome,1,0,0,0,24.0,EPSIHOME,,,
"Entropy - Develop People, Elevate Teams",1,0,0,0,27.0,"ENTROPY - DEVELOP PEOPLE, ELEVATE TEAMS",,,
Exactpi Recruitment & More,1,0,0,0,22.0,EXACTPI RECRUITMENT & MORE,,,
Eviden,1,0,0,0,23.0,EVIDEN,,,
Evertec,1,0,0,0,15.0,EVERTEC,,,
Evers GmbH,1,0,0,0,12.0,EVERS,,,
Evercam,1,0,0,0,21.0,EVERCAM,,,
Evaria XXI S.L,1,0,0,0,37.0,EVARIA XXI S.L,,,
European Society of Radiology,1,0,0,0,32.0,EUROPEAN SOCIETY OF RADIOLOGY,,,
European Investment Bank (EIB),1,0,0,0,16.0,EUROPEAN INVESTMENT BANK (EIB),,,
Eureka - Consultores,1,0,0,0,15.0,EUREKA - CONSULTORES,,,
Etengo,1,0,0,0,22.0,ETENGO,,,
Estuary,1,0,0,0,27.0,ESTUARY,,,
Estratég.IA Financeira e Analítica,1,0,0,0,19.0,ESTRATÉG.IA FINANCEIRA E ANALÍTICA,,,
Estoca,1,0,0,0,11.0,ESTOCA,,,
EssilorLuxottica,1,0,0,0,20.0,ESSILORLUXOTTICA,,,
FPC TISSUE S.P.A,1,0,0,0,15.0,FPC TISSUE S.P.A,,,
FONPLATA,1,0,0,0,22.0,FONPLATA,,,
FLEXECHARGE,1,0,0,0,18.0,FLEXECHARGE,,,
FITZ,1,0,0,0,18.0,FITZ,,,
FIEMG,1,0,0,0,12.0,FIEMG,,,
FAMAR,1,0,0,0,37.0,FAMAR,,,
F&J Consultants,1,0,0,0,27.0,F&J CONSULTANTS,,,
Explortal Logistics,1,0,0,0,10.0,EXPLORTAL LOGISTICS,,,
Explora,1,0,0,0,18.0,EXPLORA,,,
ExitLag,1,0,0,0,27.0,EXITLAG,,,
Exadel,1,0,0,0,33.0,EXADEL,,,
Farmacorp,1,0,0,0,15.0,FARMACORP,,,
Farmacie Lombardi Group,1,0,0,0,12.0,FARMACIE LOMBARDI,,,
Farmacias Ahumada,1,0,0,0,21.0,FARMACIAS AHUMADA,,,
Familia en Equilibrio,1,0,0,0,15.0,FAMILIA EN EQUILIBRIO,,,
Familhão,1,0,0,0,25.0,FAMILHÃO,,,
Falabella Financiero,1,0,0,0,15.0,FALABELLA FINANCIERO,,,
Faculdade de Tecnologia de Americana,1,0,0,0,12.0,FACULDADE DE TECNOLOGIA DE AMERICANA,,,
Faculdade UNIGUAÇU,1,0,0,0,18.0,FACULDADE UNIGUAÇU,,,
Faculdade Cesusc,1,0,0,0,12.0,FACULDADE CESUSC,,,
Fabletics,1,0,0,0,12.0,FABLETICS,,,
FUNDACENTRO - Fundação Jorge Duprat Figueiredo de Segurança e Medicina do Trabalho,1,0,0,0,8.0,FUNDACENTRO - FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEGURANÇA E MEDICINA DO TRABALHO,,,
FS Partners,1,0,0,0,19.0,FS PARTNERS,,,
Fine & Country Algarve,1,0,0,0,20.0,FINE & COUNTRY ALGARVE,,,
Findtec,1,0,0,0,21.0,FINDTEC,,,
Finch | Simplificando o mundo jurídico,1,0,0,0,31.0,FINCH | SIMPLIFICANDO O MUNDO JURÍDICO,,,
Finalyse,1,0,0,0,12.0,FINALYSE,,,
Fibra,1,0,0,0,22.0,FIBRA,,,
FiberHome,1,0,0,0,18.0,FIBERHOME,,,
Fetcherr,1,0,0,0,12.0,FETCHERR,,,
Ferring Pharmaceuticals,1,0,0,0,33.0,FERRING PHARMACEUTICALS,,,
Federal Seguridad,1,0,0,0,15.0,FEDERAL SEGURIDAD,,,
FedEx,1,0,0,0,27.0,FEDEX,,,
Fatto Umano RH,1,0,0,0,12.0,FATTO UMANO RH,,,
Fathom.io,1,0,0,0,33.0,FATHOM.IO,,,
Fatec São Bernardo do Campo Adib Moises Dib,1,0,0,0,12.0,FATEC SÃO BERNARDO DO CAMPO ADIB MOISES DIB,,,
Fast Dolphin,1,0,0,0,15.0,FAST DOLPHIN,,,
Farod Estatísticas,1,0,0,0,24.0,FAROD ESTATÍSTICAS,,,
Farmers Insurance,1,0,0,0,27.0,FARMERS INSURANCE,,,
ForbesBLK,1,0,0,0,12.0,FORBESBLK,,,
Fondazione Policlinico Universitario Agostino Gemelli IRCCS,1,0,0,0,15.0,FONDAZIONE POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI IRCCS,,,
Foco Aluguel de Carros,1,0,0,0,24.0,FOCO ALUGUEL DE CARROS,,,
Flywheel,1,0,0,0,22.0,FLYWHEEL,,,
Flow,1,0,0,0,15.0,FLOW,,,
FloeHire,1,0,0,0,15.0,FLOEHIRE,,,
Flattrade,1,0,0,0,26.0,FLATTRADE,,,
Flash,1,0,0,0,20.0,FLASH,,,
Fizix,1,0,0,0,24.0,FIZIX,,,
Fixed,1,0,0,0,30.0,FIXED,,,
Fiverr,1,0,0,0,30.0,FIVERR,,,
Fiserv,1,0,0,0,40.0,FISERV,,,
First Point Group,1,0,0,0,24.0,FIRST POINT,,,
First Decision,1,0,0,0,12.0,FIRST DECISION,,,
Fiquem Sabendo,1,0,0,0,23.0,FIQUEM SABENDO,,,
Finik,1,0,0,0,25.0,FINIK,,,
Fundação Paulista de Tecnologia e Educação,1,0,0,0,15.0,FUNDAÇÃO PAULISTA DE TECNOLOGIA E EDUCAÇÃO,,,
Fundación Génesis Empresarial,1,0,0,0,8.0,FUNDACIÓN GÉNESIS EMPRESARIAL,,,
FrontlineIQ,1,0,0,0,33.0,FRONTLINEIQ,,,
Friisberg & Partners International,1,0,0,0,35.0,FRIISBERG & PARTNERS INTERNATIONAL,,,
Friedman,1,0,0,0,25.0,FRIEDMAN,,,
Frete.com,1,0,0,0,18.0,FRETE.COM,,,
Fresh Basket,1,0,0,0,20.0,FRESH BASKET,,,
Freiberuflich,1,0,0,0,19.0,FREIBERUFLICH,,,
Fraunhofer IPK,1,0,0,0,12.0,FRAUNHOFER IPK,,,
Fraunhofer Heinrich Hertz Institute HHI,1,0,0,0,12.0,FRAUNHOFER HEINRICH HERTZ INSTITUTE HHI,,,
Francal,1,0,0,0,20.0,FRANCAL,,,
Foxsoft Ltd,1,0,0,0,15.0,FOXSOFT,,,
Four Arm Fund,1,0,0,0,25.0,FOUR ARM FUND,,,
Forma Independiente,1,0,0,0,24.0,FORMA INDEPENDIENTE,,,
Forcion,1,0,0,0,38.0,FORCION,,,
GROWMAX GROUP,1,0,0,0,27.0,GROWMAX,,,
GRNBK Talent,1,0,0,0,21.0,GRNBK TALENT,,,
GOL Linhas Aéreas,1,0,0,0,15.0,GOL LINHAS AÉREAS,,,
GO2 Markets,1,0,0,0,24.0,GO2 MARKETS,,,
GNA - Gás Natural Açu,1,0,0,0,15.0,GNA - GÁS NATURAL AÇU,,,
GEOM SpA,1,0,0,0,12.0,GEOM,,,
GEMMACON,1,0,0,0,12.0,GEMMACON,,,
GEIA,1,0,0,0,12.0,GEIA,,,
GE HealthCare,1,0,0,0,21.0,GE HEALTHCARE,,,
GCB Investimentos,1,0,0,0,23.0,GCB INVESTIMENTOS,,,
"GBT Solutions, Lda",1,0,0,0,28.0,"GBT , LDA",,,
GASCADE Gastransport GmbH,1,0,0,0,11.0,GASCADE GASTRANSPORT,,,
Fundação para Inovações Tecnológicas - FITec,1,0,0,0,33.0,FUNDAÇÃO PARA INOVAÇÕES TECNOLÓGICAS - FITEC,,,
Gelatina,1,0,0,0,54.0,GELATINA,,,
Geeky Bugs,1,0,0,0,31.0,GEEKY BUGS,,,
Gedanken - GCertifica,1,0,0,0,25.0,GEDANKEN - GCERTIFICA,,,
